"id","OVERALL_PICK","Duration","PlayingStatus","LABEL","WC","Analytic","Clout","Authentic","Tone","WPS","BigWords","Dic","Linguistic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","det","article","number","prep","auxverb","adverb","conj","negate","verb","adj","quantity","Drives","affiliation","achieve","power","Cognition","allnone","cogproc","insight","cause","discrep","tentat","certitude","differ","memory","Affect","tone_pos","tone_neg","emotion","emo_pos","emo_neg","emo_anx","emo_anger","emo_sad","swear","Social","socbehav","prosocial","polite","conflict","moral","comm","socrefs","family","friend","female","male","Culture","politic","ethnicity","tech","Lifestyle","leisure","home","work","money","relig","Physical","health","illness","wellness","mental","substances","sexual","food","death","need","want","acquire","lack","fulfill","fatigue","reward","risk","curiosity","allure","Perception","attention","motion","space","visual","auditory","feeling","time","focuspast","focuspresent","focusfuture","Conversation","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","QMark","Exclam","Apostro","OtherP","Emoji"
628,12,1,"STILL PLAYING","Y",224,23.95,27.84,72.58,89.84,11.2,15.18,92.41,79.46,57.59,16.96,10.27,6.7,1.34,0.89,0.89,0.45,6.7,9.82,5.36,0.89,13.39,10.71,10.71,5.8,0.45,23.66,8.48,3.13,8.04,2.23,4.91,2.23,16.96,0.89,16.07,3.13,0,1.79,5.36,2.68,2.68,0,7.59,6.25,1.34,3.13,2.68,0.45,0,0,0.45,0,7.14,2.68,0.45,0,0.45,0,1.34,5.36,0,0,0,0.89,0,0,0,0,2.68,0.89,0,1.79,0,0,1.34,0.89,0,0.45,0,0,0,0,0,0,0.45,1.79,0,0,0,0,0,0,8.48,10.27,0,2.23,5.36,0.89,0.45,1.79,4.02,3.57,7.14,4.02,1.79,0.45,0.89,0.45,0,19.2,8.93,4.91,0,0,5.36,0,0
629,41,2,"","Y",14222,24.66,79.75,55.78,90.39,13.88,10.24,93.26,79.09,61.52,19.7,14.11,4.65,4.89,1.2,1.5,1.84,5.59,13.42,6.42,1.48,13.59,10.84,6.3,7.07,1.69,23.74,5.5,5.01,10.34,6.32,2.97,1.31,12.39,2.1,10.26,1.43,1.37,1.48,1.39,0.68,3.89,0.27,7.84,6.38,1.4,2.55,1.72,0.77,0.44,0.14,0.06,0,13.53,3.2,1.28,0.03,0.31,0.07,1.01,11.33,0.1,0,0.02,1.82,0.03,0,0.03,0,4.39,3.28,0.13,0.77,0.04,0.18,0.49,0.11,0,0.11,0,0,0,0.15,0.04,1,0.4,1.62,0.07,0.1,0.01,0.93,0.1,0,8.96,9.86,1.11,2.23,5.82,0.88,0.11,0.49,3.88,5.32,6.5,4.33,0.3,0.1,0.18,0.01,0,17.39,7.28,4.99,0.13,0,4.95,0.04,0
630,1000,NA,"","N",2378,32.07,97.78,6.08,90.84,13.51,13.58,93.61,81.67,65.26,19.13,12.2,1.6,4.21,1.68,2.9,1.81,6.94,14.51,6.43,1.35,16.15,11.56,7.99,6.31,0.29,23.09,6.48,5.26,10.56,5.38,3.99,1.85,15.48,3.66,11.98,2.69,0.5,2.23,2.48,2.14,1.81,0,6.06,5.47,0.42,2.02,1.68,0.17,0,0,0,0,15.05,2.86,0.97,0.46,0.25,0.13,0.97,12.87,0,0,0,3.53,0,0,0,0,2.65,0.97,0.17,1.35,0.34,0.17,0.17,0,0,0,0,0,0,0,0,0.5,0.46,1.47,0,0,0,0.5,0,0,9.71,7.82,0,1.39,5.34,0.46,0.17,0.97,1.89,7.78,5.55,0.8,0.5,0,0.5,0,0,18.25,7.4,5.42,0,0,4.58,0.84,0
631,7,7,"STILL PLAYING","Y",2844,11.53,70.1,82.37,77.34,19.09,8.12,95.57,82.24,65.01,19.9,13.29,4.78,5.31,0.42,0.84,1.51,6.61,13.08,5.06,1.13,13.64,11.36,7.24,9.42,3.16,23.87,4.68,3.87,11.11,7.42,1.93,2,10.76,1.86,8.9,2.92,1.09,1.13,1.13,0.14,3.06,0,5.94,4.82,1.13,1.65,1.37,0.28,0.14,0,0,0,12.31,3.23,1.51,0,0.67,0,0.42,10.44,0,0.14,0,0.84,0.14,0.14,0,0,4.64,3.52,0.14,0.7,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.28,1.83,0,0,0,0.28,0,0,9.63,10.09,1.55,2.36,6.26,0.42,0.14,0.63,5.84,5.13,7.21,4.22,1.09,0.7,0.39,0,0,15.01,4.99,4.29,0.14,0.11,5.49,0,0
632,1000,1,"","Y",1980,16.24,50.89,74.91,60.71,22,12.73,94.85,82.58,66.06,20.45,11.67,5.3,2.88,1.21,1.36,0.91,8.79,14.39,5.61,1.36,13.79,10,6.82,9.7,1.97,23.03,4.24,4.39,6.67,4.24,2.27,0.15,15.45,1.67,13.79,3.79,1.52,2.42,2.42,1.06,3.33,0,4.55,3.48,0.91,1.97,1.36,0.45,0.15,0,0.3,0,11.06,3.18,1.36,0,0,0.15,0.91,8.33,0,0,0,1.97,0,0,0,0,2.88,1.36,0.15,1.21,0.15,0.15,0.45,0,0,0,0,0,0,0.15,0,0.61,0.45,1.21,0,0,0,0.3,0,0.15,9.7,9.85,0.15,1.82,7.27,0.91,0,0.15,4.09,6.06,5.3,1.97,0,0,0,0,0,14.85,4.55,6.06,0,0,3.48,0.76,0
633,1000,NA,"","N",3404,23.24,66.95,64.01,73.51,17.02,12.69,94.12,78.5,61.69,16.69,9.99,4.23,3.64,0.71,0.82,0.59,6.7,13.16,5.99,1.65,13.87,9.64,11.63,7.17,0.94,20.8,5.64,6.11,10.11,4,3.41,3.17,11.52,2,9.4,3.29,1.29,1.41,1.06,0.71,1.76,0,4.35,3.88,0.47,2.12,2.12,0,0,0,0,0,9.28,2,0.47,0,0,0,1.06,7.17,0,0,0,1.18,0,0,0,0,4.58,2.47,0.12,2,0,0,0.35,0,0,0,0,0,0,0,0,0,0.59,1.53,0,0.12,0,0.94,0,0.24,11.87,8.7,0.82,2,5.76,0.24,0.12,0.82,5.29,4.58,6.11,3.64,0.47,0,0.47,0,0,19.15,6.11,8.23,0,0,4.35,0.47,0
634,20,14,"","Y",777,5.35,14.33,83.8,79.47,10.79,8.88,94.21,81.08,65.25,25.1,16.6,10.42,2.32,1.93,0.77,1.16,8.49,14.29,5.79,0.77,11.58,11.58,8.88,5.41,4.25,24.32,4.63,2.7,6.95,4.63,1.54,1.16,17.76,1.54,15.83,3.47,1.54,2.32,3.86,3.47,5.02,0,7.34,5.41,1.54,1.93,1.54,0,0,0,0,0,15.06,6.56,2.7,0,0,0.39,2.32,10.04,0,0,0,2.32,0,0,0,0,0.77,0.77,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0.77,0.39,0.39,1.54,0,0,0.39,0,0,9.27,4.25,0,1.16,3.47,0,0,0,3.09,5.79,5.79,2.7,0.39,0,0.39,0,0,22.39,8.88,7.34,0.39,0,5.79,0,0
635,1000,NA,"","N",738,8.16,83.47,83.91,71.29,9.46,9.76,95.53,81.71,62.2,23.98,17.89,6.91,7.32,0.81,0,2.85,6.1,10.16,4.88,0.81,11.38,13.01,5.28,6.1,2.85,28.46,7.32,5.28,11.38,8.94,1.63,0.81,17.48,1.63,15.45,5.28,0.81,4.07,1.63,0.81,3.66,0,7.32,5.28,2.03,2.85,2.03,0.81,0.41,0,0,0,15.85,3.25,1.22,0,0.41,0,0.41,13.41,0,0,0,0.41,0,0,0,0,3.66,3.66,0,0,0,0,1.22,0,0,0,0,0,0,0.81,0,0,1.22,1.22,0,0,0,0,0,0,8.54,9.35,0,2.85,3.25,0.41,0,2.85,5.69,10.16,6.91,1.63,0.41,0,0.41,0,0,21.54,10.57,6.1,0,0,4.88,0,0
636,20,5,"","Y",7109,26.82,66.51,69.87,52.38,16.73,8.86,95.51,79.87,62.34,18.96,13.56,5.87,4.87,0.44,0.73,1.41,5.4,16.43,7.2,2.01,11.52,7.51,6.01,9.07,1.88,19.88,7.65,6.63,10.44,7.08,2.5,0.94,12.74,1.41,11.34,2.76,1.1,1.59,1.74,0.53,2.84,0.14,6.1,4.02,1.94,1.59,1.01,0.44,0,0.15,0.04,0,11.93,3.54,1.83,0.06,0.18,0.53,0.52,9.79,0,0,0,1.07,0,0,0,0,4.25,3.63,0,0.51,0.11,0,0.49,0.14,0,0.14,0,0,0,0,0,0.65,0.49,2.1,0,0.07,0,0.6,0,0.14,9.38,8.19,0.21,2.42,5.28,0.52,0,0.46,4.15,7.31,3.18,1.65,0.28,0.1,0.18,0,0,14.28,6.09,4.4,0.07,0,2.88,0.83,0
637,1000,8,"","Y",396,40.61,89.09,95.15,67.94,14.67,8.33,98.48,85.61,61.36,16.67,13.64,3.03,6.82,0,0.76,3.03,3.03,12.12,9.09,0,13.64,7.58,9.09,7.58,1.52,24.24,5.3,4.55,13.64,7.58,6.06,0,9.09,0.76,8.33,2.27,0.76,0.76,2.27,0,3.03,0,6.06,4.55,1.52,2.27,0.76,1.52,0,0,0.76,0,11.36,0.76,0,0,0,0,0.76,10.61,0,0,0,0.76,0,0,0,0,6.06,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,4.55,0,0,0,1.52,0,0,13.64,15.91,0,4.55,11.36,0,0,3.03,4.55,6.82,2.27,3.03,0.76,0,0.76,0,0,11.36,6.82,2.27,0,0,2.27,0,0
638,3,14,"STILL PLAYING","Y",4488,28.47,57.08,69.59,85.09,12.06,12.12,93.94,79.77,62.75,18.54,13.19,5.79,2.76,1.34,1.43,1.69,5.35,15.69,7.58,0.8,13.73,10.78,7.22,6.77,2.05,20.68,7.49,6.33,7.75,4.81,2.05,1.07,12.3,1.16,11.05,2.23,1.16,1.34,1.16,1.69,3.65,0,7.4,5.88,1.52,1.87,0.71,1.16,0.45,0.45,0,0,12.48,4.19,1.96,0.18,0.62,0.09,1.07,10.25,0,0.36,0,1.87,0.09,0,0.09,0,4.01,3.03,0.27,0.62,0.09,0,0.36,0,0,0,0,0,0,0.09,0,0.98,0.53,1.07,0,0.09,0,0.36,0.09,0.18,10.07,8.82,0.18,1.43,6.77,0.62,0,0.27,3.83,6.33,5.44,2.23,0.45,0.18,0.27,0,0,19.96,8.02,6.68,0.27,0,4.37,0.62,0
639,1000,NA,"","N",882,22.49,98.63,55.87,84.49,14,11.9,92.86,76.08,61.9,17.91,13.83,1.47,8.28,0.45,0,3.63,4.08,16.55,7.48,3.29,10.88,7.26,9.18,8.62,1.93,18.03,5.44,8.96,14.63,9.86,2.27,2.49,11,0.57,10.43,0.45,0.91,1.59,2.49,0.91,3.85,1.13,6.35,5.33,1.02,2.61,2.04,0.57,0,0,0.57,0,16.44,3.51,1.59,0.45,0,0,0.45,14.97,0,0,0,0.45,0,0,0,0,3.85,2.83,0,0.57,0.45,0,0,0,0,0,0,0,0,0,0,0.91,0,0.45,0,0,0,0,0,0,9.07,10.09,1.13,4.08,6.92,0,0,0,3.74,1.36,4.99,5.67,1.02,0,1.02,0,0,17.91,7.14,5.9,0,0,4.88,0,0
640,16,14,"","Y",696,23.03,83.7,87.91,91.69,14.5,10.78,93.97,75.86,59.05,17.67,12.5,3.88,5.6,0,0,3.02,5.17,14.22,5.6,1.29,13.36,11.21,6.9,7.33,2.16,20.69,8.19,6.9,10.34,8.19,1.72,0.43,11.21,3.88,7.33,0.86,1.72,1.29,0,0,3.02,0,9.05,6.9,1.72,3.88,3.45,0,0,0,0,0,13.36,3.02,2.16,0,0,0,0,11.64,0.43,0,0,0.86,0,0,0,0,6.9,4.74,0.43,1.29,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,12.07,10.78,0.43,3.02,9.05,0,0,0,6.03,3.88,5.17,1.72,0,0,0,0,0,18.53,6.9,6.03,0,0,4.31,1.29,0
641,49,14,"","Y",652,28.82,81.69,74.68,20.23,17.16,12.58,96.32,74.23,61.66,15.34,9.82,1.84,2.45,2.76,0,2.76,5.52,15.34,6.75,2.15,12.88,10.12,7.67,8.28,2.15,19.02,4.91,7.67,8.59,4.29,1.53,2.76,11.35,2.15,9.2,0,0.92,0.61,2.45,2.45,3.99,0,7.67,3.68,3.68,2.76,0.92,1.53,0,1.23,0,0,12.88,3.37,1.23,0,0.92,0.61,0.61,10.43,0,0,0.31,0.61,0,0,0,0,5.21,3.68,0,0.92,0.31,0.31,0.61,0,0,0,0,0,0,0,0,1.84,0.31,0.61,0,0,0,0,0,0,9.82,9.82,0,2.76,7.36,0.61,0,0.31,6.44,5.52,5.52,2.76,0,0,0,0,0,14.11,5.83,3.99,0,0,3.37,0.92,0
642,1000,NA,"","N",1018,20.75,83.93,33.14,82.55,12.73,14.15,93.91,80.55,63.06,20.63,14.93,4.72,5.5,0.98,2.36,1.38,5.7,14.54,6.29,2.95,12.97,10.41,6.88,6.48,2.16,22.99,6.29,6.88,9.63,5.89,2.36,1.57,12.18,0.79,11.39,2.16,1.38,1.77,2.36,1.18,2.75,0,4.91,4.52,0.39,0.79,0.79,0,0,0,0,0,14.73,2.75,0.39,0.2,0.39,0.59,0.79,11.39,0,0,0,2.75,0,0,0,0,4.72,2.55,0,2.16,0.2,0,0.79,0.39,0,0.2,0,0,0,0.2,0,0.79,0.39,1.38,0.39,0.2,0,0.39,0.2,0.39,6.68,8.84,1.18,1.18,5.89,0.59,0,0.79,3.14,6.29,5.3,3.14,0.2,0,0.2,0,0,18.66,7.86,5.3,0,0,4.72,0.79,0
643,1000,NA,"","N",346,9.18,40.06,99,20.23,15.73,8.67,97.69,82.08,61.27,20.81,12.72,6.94,2.31,2.31,0,0,8.09,9.83,3.47,0.58,10.4,10.4,7.51,7.51,1.73,23.7,7.51,4.62,5.2,3.47,1.73,0,17.92,0,17.92,2.31,2.31,2.31,2.89,0.58,3.47,0,10.4,5.2,5.2,1.16,0.58,0.58,0,0,0,0,10.4,3.47,1.16,0,0,1.73,0.58,7.51,0,0,0,1.16,0,0,0,0,3.47,2.31,0,1.16,0.58,0,0.58,0.58,0,0,0,0,0,0,0,0.58,0.58,1.16,0,0,0,0.58,1.73,0,10.98,17.92,0,3.47,13.87,1.16,0,1.16,3.47,8.09,6.36,0.58,0,0,0,0,0,20.23,5.2,11.56,1.16,0,1.73,0.58,0
644,1000,0,"","Y",1380,19.05,67.25,48.92,70.35,13.8,15.07,93.33,77.97,66.38,19.13,12.75,3.77,6.96,0.29,0,1.74,6.38,15.94,7.83,1.16,13.62,10.43,9.28,7.83,2.9,18.55,3.77,4.64,11.59,7.54,3.48,0.87,19.42,0.58,18.84,2.32,1.74,2.9,1.45,4.06,6.09,0.29,4.35,3.77,0.58,0.58,0.58,0,0,0,0,0,11.88,2.03,0.87,0,0,0.29,0.29,10.14,0,0,0,0.58,0,0,0,0,4.06,2.32,0,1.16,0.58,0,0.58,0.29,0,0,0,0,0,0.29,0,1.45,0.58,0.58,0,0.58,0,0.58,0,0,9.28,6.67,0.87,1.45,5.22,0.58,0,0.29,2.03,3.19,5.51,3.48,0.58,0,0.58,0,0,17.1,7.25,3.48,0,0,5.51,0.87,0
645,1000,NA,"","N",708,51.39,30.62,78.45,78.9,12.42,7.2,93.64,78.81,63.14,18.64,14.83,8.9,3.39,0,0.85,1.69,3.81,14.83,8.9,2.54,15.68,5.93,8.05,7.2,0.85,17.8,6.78,4.66,9.32,3.81,2.97,2.54,11.86,0,11.86,3.81,2.54,1.27,2.54,0,1.69,0,6.36,5.08,1.27,2.12,2.12,0,0,0,0,0,8.9,2.97,0.42,0,0.85,0,1.27,6.36,0,0,0,0.85,0,0,0,0,2.12,0.85,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.69,0,0.42,0,1.69,0,0.85,11.44,10.17,0.85,0.42,5.93,1.27,0,2.97,3.81,9.75,2.12,1.27,0.42,0,0.42,0,0,13.98,8.05,4.24,0,0,1.27,0.42,0
646,1000,0,"","Y",315,4.43,57.11,75.4,88.66,11.67,8.57,96.19,83.81,60.95,27.62,17.14,6.67,4.76,0,0,5.71,10.48,9.52,3.81,0,8.57,11.43,4.76,5.71,1.9,33.33,1.9,2.86,11.43,8.57,0,2.86,15.24,0,15.24,5.71,2.86,1.9,0,0.95,3.81,0,8.57,6.67,1.9,3.81,2.86,0.95,0,0.95,0,0,15.24,4.76,3.81,0,0.95,0.95,0,10.48,0,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0.95,0,6.67,4.76,0,0.95,1.9,1.9,0,0,4.76,6.67,6.67,4.76,0,0,0,0,0,17.14,8.57,1.9,0,0,4.76,1.9,0
647,31,3,"","Y",164,34.12,61.79,19.67,8.75,10.25,17.07,97.56,81.71,62.2,19.51,15.85,6.1,6.1,1.22,2.44,0,3.66,18.29,12.2,0,9.76,10.98,6.1,2.44,4.88,28.05,4.88,10.98,9.76,6.1,3.66,0,14.63,1.22,13.41,2.44,2.44,2.44,4.88,2.44,2.44,0,8.54,2.44,3.66,3.66,1.22,0,0,0,0,0,14.63,4.88,0,0,0,0,4.88,9.76,0,0,0,2.44,0,0,0,0,3.66,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,1.22,0,2.44,7.32,8.54,2.44,2.44,3.66,2.44,1.22,0,1.22,6.1,6.1,1.22,0,0,0,0,0,23.17,9.76,6.1,0,0,7.32,0,0
648,17,4,"","Y",4224,15.41,80.62,30.7,71.5,13.5,8.52,95.76,84.59,68.06,20.67,14.44,5.23,5.75,0.24,2.75,0.47,6.23,13.64,6.16,0.21,13.33,7.48,11.25,9.04,1.04,19.41,4.97,6.56,12.05,7.34,3.13,1.94,12.5,2.11,10.39,1.28,0.28,2.34,2.49,3.79,2.53,0,5.4,4.33,1.07,1.42,1.3,0.12,0,0,0,0,12.76,3.1,1.14,0,0.43,0,0.66,10.23,0.12,0,0,2.86,0,0,0,0,2.94,1.66,0,1.28,0,0,0.66,0,0,0,0,0,0,0.12,0,0.36,0.31,1.21,0,0.21,0,0.31,0.09,0.21,7.29,8.4,0.24,2.41,5.04,0.45,0.47,0.45,3.93,7.36,3.81,1.35,0.24,0,0.12,0.12,0,14.25,7.17,3.62,0.24,0,3.22,0,0
649,51,2,"","Y",4925,37.41,85.28,61.12,85.07,14.15,11.51,93.62,77.71,59.98,18.07,11.92,4.26,4.26,2.15,0.22,1.02,6.15,14.88,7.82,1.3,12.28,9.73,4.04,7.94,1.12,20.24,7.55,4.24,11.23,6.96,2.44,1.85,11.9,1.1,10.8,3.39,0.79,1.87,1.91,0.69,3.13,0,6.31,5.34,0.97,1.64,1.08,0.57,0.08,0.18,0.18,0,12.75,3.65,2.31,0,0.26,0.12,0.28,10.72,0,0,0,0.83,0.16,0.16,0,0,4.2,2.8,0,1.32,0,0.08,0.49,0.08,0,0.08,0,0,0,0,0,0.75,0.55,2.01,0.12,0.12,0,0.43,0.14,0,9.83,8.16,0.3,1.77,5.44,0.65,0.12,1.06,3.78,4.04,5.06,1.99,0.49,0.06,0.43,0,0,15.27,7.19,5.24,0,0,1.97,0.87,0
650,1000,NA,"","N",5053,20.33,55.28,61.65,73.17,18.05,13.81,93.57,79.16,63.61,19.97,12.82,5.5,1.05,1.9,3.25,1.13,7.14,14.47,6.87,0.77,13.62,10.69,7.26,8.95,1.13,20.64,6.37,4.87,8.09,3.38,2.12,2.69,15.65,0.99,14.43,4.31,0.79,1.05,3.64,1.5,4.12,0.12,4.77,4.08,0.69,0.81,0.46,0.36,0.12,0.24,0,0,13.44,3.7,1.76,0,0.24,0.12,0.57,10.35,0,0,0,4.24,0,0,0,0,2.83,1.11,0.1,1.62,0,0,0.71,0.24,0,0.24,0,0,0,0,0.12,0,0.12,1.44,0.34,0.1,0,0.53,0,0,6.19,6.73,0.24,1.21,4.55,0.59,0.36,0.46,4.35,4.77,6.27,1.94,0.32,0,0.32,0,0,17.85,5.54,6.04,0,0,3.86,2.41,0
651,1000,NA,"","N",1365,43.83,70.65,86.7,90.37,12.76,11.5,91.43,74.07,62.71,18.46,11.43,6.3,4.54,0.22,0,0.37,7.03,11.87,6.08,0.22,18.9,12.45,7.47,4.62,0.59,19.56,4.03,1.25,9.45,6.3,2.93,0.22,7.11,1.54,5.57,1.83,0.22,1.32,0.37,0.44,1.17,0,6.08,5.42,0.44,1.76,1.54,0,0,0,0,0,9.23,1.54,1.1,0,0,0,0.44,8.57,0.22,0,0,0.44,0,0,0,0,3.15,2.93,0.44,0.22,0,0,0.59,0.37,0,0.37,0,0,0,0,0,0.44,0.66,0.44,0,0.59,0,0.44,0,0,11.87,15.46,0.73,2.42,11.14,1.47,0.22,1.61,2.71,3.3,6.3,2.64,0.44,0,0.44,0,0,18.46,7.84,5.42,0,0,4.98,0.22,0
652,6,3,"","Y",184,13.71,2.96,99,71.41,10.22,7.07,96.2,83.7,65.22,24.46,19.57,14.67,1.09,0.54,2.72,0.54,4.89,15.22,5.98,1.63,14.13,10.33,7.61,7.07,1.63,20.11,8.15,4.89,5.98,2.17,2.72,1.09,15.22,0.54,14.67,6.52,0.54,2.17,1.09,3.8,1.63,0,3.26,3.26,0,1.63,1.63,0,0,0,0,0,8.7,2.17,1.09,0,0,0,1.09,5.43,0,0,0,2.72,0,0,0,0,5.43,3.8,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0.54,0,0,13.04,10.87,0,4.35,5.43,0.54,0,1.63,8.7,1.63,5.43,4.89,0,0,0,0,0,25,8.7,9.24,1.09,0,3.26,2.72,0
653,1000,1,"","Y",271,35.66,40.06,82.4,42.06,27.1,5.54,94.1,81.92,65.31,18.45,10.7,6.27,3.32,0,0.37,0.74,7.75,16.61,7.01,1.11,15.5,9.23,7.38,7.75,1.11,18.08,7.01,5.9,9.23,6.27,2.58,0.37,7.75,0.74,7.01,1.48,0.37,1.11,0.74,0.37,2.95,0,3.69,2.58,1.11,1.48,0.37,1.11,0,1.11,0,0,9.59,4.43,2.21,0,1.11,0,0.37,7.01,0.37,0,0,0.74,0,0,0,0,2.58,1.48,0.37,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.74,2.21,0,0,0,0.37,0,0,11.81,11.44,0,3.32,8.12,0.74,0,0.37,2.58,7.01,2.21,0.37,2.21,0,2.21,0,0,17.34,3.69,10.7,0,0,2.95,0,0
654,40,2,"STILL PLAYING","Y",3034,22.18,82.64,52.69,52.86,11.67,10.84,92.19,79.07,62.56,20.44,12.59,4.58,5.24,0.66,0.89,1.19,7.84,14.86,6.62,1.42,12.92,10.78,6.56,7.12,1.32,22.25,5.9,5.67,10.05,6.76,2.37,1.32,12.82,1.85,10.84,3.26,1.15,1.52,1.58,0.69,2.67,0.1,5.64,3.76,1.65,1.62,0.86,0.53,0.13,0.26,0.13,0,12.43,2.54,1.05,0,0.23,0.2,0.56,10.58,0.03,0.03,0,1.88,0.1,0.07,0,0.03,2.93,1.78,0.1,0.86,0,0.2,0.26,0.03,0.03,0,0,0,0,0.16,0,0.99,0.49,1.68,0,0.07,0,0.63,0.2,0.2,8.21,7.98,0.4,1.91,5.47,0.56,0.03,0.59,3,6.62,6.1,1.94,0.53,0.07,0.3,0.03,0.13,20.57,8.47,6.82,0.1,0,4.25,0.92,0
655,24,4,"","Y",1508,43.35,57.46,77.13,57.56,14.36,8.55,93.37,78.71,62.07,18.9,13.53,5.9,4.18,0.6,0.4,2.45,5.37,15.52,8.16,0.6,15.25,7.43,5.17,8.69,1.99,17.64,5.5,3.58,10.15,5.97,2.98,1.19,12,1.06,10.15,1.33,1.79,1.33,1.39,1.92,3.58,0,5.57,3.98,1.59,0.93,0.93,0,0,0,0,0,12.6,3.71,1.79,0,0.8,0.6,0.2,9.62,0,0,0,0.93,0,0,0,0,2.85,1.79,0,1.06,0,0,0.8,0.4,0,0,0,0,0,0,0,0.4,0.6,2.39,0,0,0,0.4,0,1.19,8.89,9.75,0.4,1.92,6.23,0.66,0,0.73,4.97,8.16,1.46,0.99,0.99,0,0.99,0,0,17.31,6.76,6.37,0.2,0,3.38,0.6,0
656,22,14,"","Y",3057,37.56,80.28,66.14,88.24,12.9,13.02,93.78,76.81,59.7,16.81,12.5,3.53,3.76,2.26,0.79,1.67,4.32,13.54,6.18,1.18,13.61,10.66,6.51,4.87,1.67,23.68,6.87,5.76,10.53,4.51,4.19,2.58,13.87,0.85,13.02,2.03,1.28,2.22,1.86,2.36,4.51,0,6.02,5.36,0.65,1.54,1.18,0.36,0,0.23,0.13,0,12.66,1.77,0.49,0,0.23,0,0.26,11.02,0.13,0.26,0,1.57,0.39,0.13,0.13,0.13,4.78,2.81,0.13,1.83,0,0,0.46,0.13,0,0.13,0,0,0,0.1,0,1.28,0.46,1.21,0.23,0.26,0,1.08,0.33,0,11.97,10.24,0.39,3.04,7.62,0.49,0,0,2.68,3.04,5.5,5.59,0.13,0.13,0,0,0,19.69,7.49,8.83,0.26,0,2.72,0.39,0
657,1000,0,"","Y",414,17.31,24.56,90.55,30.05,9.2,15.94,89.86,78.99,62.32,21.74,18.84,10.14,5.07,0,0,3.62,2.9,13.77,5.8,2.17,11.59,10.14,5.07,5.07,4.35,21.74,5.8,5.8,9.42,5.07,1.45,2.9,11.59,0.72,10.87,5.07,0.72,1.45,0,1.45,2.17,0,2.17,1.45,0.72,1.45,0.72,0.72,0,0,0,0,10.87,2.17,0.72,0,0,0,0,8.7,0,0,0,0,0,0,0,0,3.62,1.45,0,2.17,0,0,1.45,0.72,0,0,0,0,0,0,0,0,0,0.72,0,0,0.72,0,0,0,7.97,11.59,0,2.9,5.8,0,0,2.9,0.72,10.87,2.17,0,0,0,0,0,0,17.39,10.87,2.17,0,0,3.62,0.72,0
658,21,5,"","Y",16066,21.72,64.51,65.67,73.74,13.79,12.59,93.17,77.92,61.53,20.27,13.18,5.29,4.08,0.71,1.33,1.65,7.09,14.37,6.52,1.7,13.2,9.62,7.74,7.32,1.63,22.2,6.17,4.99,8.56,4.95,2.16,1.59,13.97,1.48,12.42,2.88,1.12,1.49,2.67,1.12,3.37,0.04,5.51,4.45,1.03,1.13,0.87,0.22,0.09,0.06,0,0,11.55,2.5,0.88,0.02,0.27,0.15,0.79,9.64,0.02,0.04,0,1.87,0.04,0.04,0,0,4.83,3.65,0.07,0.99,0.16,0.04,0.73,0.04,0,0.02,0,0,0,0.13,0.02,0.7,0.39,1.16,0.07,0.13,0.04,0.49,0.21,0.07,7.88,8.86,0.67,2.28,5.44,0.47,0.09,0.59,3.9,5.68,6.62,2.95,0.28,0.15,0.06,0.07,0,18.76,7.23,6.7,0.09,0,4.57,0.16,0
659,1000,NA,"","N",3688,35.38,71.27,60.06,57.09,22.77,9.87,94.41,80.07,65.56,19.69,11.98,4.72,2.68,1.38,1.93,1.19,7.7,15.46,6.62,1.33,16.76,8.24,7.08,9.06,0.81,18.71,5.42,5.5,7.13,4.37,1.49,1.27,13.39,1.08,12.23,2.74,0.79,0.89,3.06,0.68,3.28,0,3.5,2.93,0.57,0.41,0.24,0.16,0.08,0,0,0,14.05,4.04,0.87,0,0.16,0.08,1.98,10.14,0.57,0,0.33,2.66,0.08,0,0,0.08,2.98,1.03,0.49,1.46,0,0,0.7,0.16,0,0,0,0,0,0,0.08,0.87,0.14,0.89,0.24,0,0.08,0.16,0,0.33,7.75,9.6,0.89,1.9,5.72,1.19,0,0.52,3.99,6.26,2.66,1.84,0,0,0,0,0,13.31,4.5,5.37,0,0,2.87,0.57,0
